종류,코드,상품명,위험등급,취급시작,취급종료,판매,매칭,SEIBro확인,정식펀드명(SEIBro),SEIBro이름대조,협회표준코드,협회단축코드,KOFIA펀드명,KOFIA이름대조,대조결과,확인필요
펀드,KRZ500031472,우리 베스트 국공채 증권 자투자신탁(채권) Class C,5,,,,matched,,,,KR5217938673,,,,,
펀드,KRZ500523641,우리 포커스 증권 자투자신탁(주식) Class A,1,,,,matched,,,,KR5217879927,,,,,
펀드,KRZ500523646,우리 포커스 증권 자투자신탁(주식) Class C1,1,,,,matched,,,,KR5217879927,,,,,
펀드,KRZ500523645,우리 포커스 증권 자투자신탁(주식) Class C-F,1,,,,matched,,,,KR5217879927,,,,,
펀드,KRZ500316101,우리 재팬 증권 자투자신탁(UH) (주식) Class A,2,,,,matched,,,,KR5217648587,,,,,
펀드,KRZ500519541,BNK튼튼코리아증권투자신탁1호(주식) Class A1,2,,,,matched,,,,KR5240877344,,,,,
펀드,KRZ500519546,BNK튼튼코리아증권투자신탁1호(주식) Class C1,2,,,,matched,,,,KR5240877344,,,,,
펀드,KRZ500519543,BNK튼튼코리아증권투자신탁1호(주식) Class C-i,2,,,,matched,,,,KR5240877344,,,,,
펀드,KRZ500519544,BNK튼튼코리아증권투자신탁1호(주식) Class C-e,2,,,,matched,,,,KR5240877344,,,,,
펀드,KRZ500519545,BNK튼튼코리아증권투자신탁1호(주식) Class C-w,2,,,,matched,,,,KR5240877344,,,,,
펀드,KRZ500236673,하나 아시안리츠 부동산 투자신탁 [재간접형] 종류C-I,3,,,,matched,,,,KR5312568193,,,,,
펀드,KRZ500516801,하나 코리아 증권 자투자신탁 [주식] 종류 A,2,,,,matched,,,,KR5312870565,,,,,
펀드,KRZ500516806,하나 코리아 증권 자투자신탁 [주식] 종류C1,2,,,,matched,,,,KR5312870565,,,,,
펀드,KRZ500516804,하나 코리아 증권 자투자신탁 [주식] 종류 C-E,2,,,,matched,,,,KR5312870565,,,,,
펀드,KRZ500052281,하나블루칩바스켓증권자투자신탁(V-1호)[주식] 종류 A,2,,,,matched,,,,KR5102338625,,,,,
펀드,KRZ500052283,하나블루칩바스켓증권자투자신탁(V-1호)[주식] 종류 C-F,2,,,,matched,,,,KR5102338625,,,,,
펀드,KRZ500052271,하나코스피200피가로인덱스증권자투자신탁[주식] 종류 C-E,2,,,,matched,,,,KR5102338617,,,,,
펀드,KRZ500053645,하나 그레이터코리아증권자투자신탁[주식] 종류 C-E,2,,,,matched,,,,KR5102242579,,,,,
펀드,KRZ500334723,하나 장기주택마련 증권투자신탁(제1호)[주식] Class C-E,2,,,,matched,,,,KR5102668229,,,,,
펀드,KRZ500332441,하나 파워공모주증권자투자신탁[채권혼합] Class C,5,,,,matched,,,,KR5102665498,,,,,
펀드,KRZ500332442,하나 파워공모주증권자투자신탁[채권혼합] Class C-E,5,,,,matched,,,,KR5102665498,,,,,
펀드,KRZ500050162,하나대한민국1호증권자투자신탁[주식] 종류 A,2,,,,matched,,,,KR5102154436,,,,,
펀드,KRZ500050163,하나대한민국1호증권자투자신탁[주식] 종류 C-E,2,,,,matched,,,,KR5102154436,,,,,
펀드,KRZ500364751,한화 Smart++ 인덱스증권 자투자신탁(주식) 종류 A,2,,,,matched,,,,KR5213701604,,,,,
펀드,KRZ500364754,한화 Smart++인덱스증권 자투자신탁(주식) 종류 C1,2,,,,matched,,,,KR5213701604,,,,,
펀드,KRZ500364756,한화 Smart++인덱스증권 자투자신탁(주식) 종류 C2β,2,,,,matched,,,,KR5213701604,,,,,
펀드,KRZ500364759,한화 Smart++인덱스증권 자투자신탁(주식) 종류 C-e,2,,,,matched,,,,KR5213701604,,,,,
펀드,KRZ500587991,한화 꿈에그린 차이나 A주 증권 자투자신탁 H-1호(주식) 종류 A,2,,,,matched,,,,KR5213956588,,,,,
펀드,KRZ500587992,한화 꿈에그린 차이나 A주 증권 자투자신탁 H-1호(주식) 종류 C1,2,,,,matched,,,,KR5213956588,,,,,
펀드,KRZ500587999,한화 꿈에그린 차이나 A주 증권 자투자신탁 H-1호(주식) 종류 C-e,2,,,,matched,,,,KR5213956588,,,,,
펀드,KRZ500587997,한화 꿈에그린 차이나 A주 증권 자투자신탁 H-1호(주식) 종류 Cf2,2,,,,matched,,,,KR5213956588,,,,,
펀드,KRZ50058799A,한화 꿈에그린 차이나 A주 증권 자투자신탁 H-1호(주식) 종류 적립식,2,,,,matched,,,,KR5213956588,,,,,
펀드,KRZ500587801,한화 꿈에그린 차이나 A주 증권 자투자신탁 UH-1호(주식) 종류 A,2,,,,matched,,,,KR5213956471,,,,,
펀드,KRZ500587809,한화 꿈에그린 차이나 A주 증권 자투자신탁 UH-1호(주식) 종류 C-e,2,,,,matched,,,,KR5213956471,,,,,
펀드,KRZ50058780A,한화 꿈에그린 차이나 A주 증권 자투자신탁 UH-1호(주식) 종류 적립식,2,,,,matched,,,,KR5213956471,,,,,
펀드,KRZ500587807,한화 꿈에그린 차이나 A주 증권 자투자신탁 UH-1호(주식) 종류 Cf2,2,,,,matched,,,,KR5213956471,,,,,
펀드,KRZ500428757,한화동유럽증권 자투자신탁2호H(주식) 종류 직판,1,,,,matched,,,,KR5213771300,,,,,
펀드,KRZ500570671,흥국멀티플레이30공모주증권자투자신탁[채권혼합]A1,5,,,,matched,,,,KR5224951131,,,,,
펀드,KRZ500570672,흥국멀티플레이30공모주증권자투자신탁[채권혼합]C1,5,,,,matched,,,,KR5224951131,,,,,
펀드,KRZ500570676,흥국멀티플레이30공모주증권자투자신탁[채권혼합]C-e,5,,,,matched,,,,KR5224951131,,,,,
펀드,KRZ500570677,흥국멀티플레이30공모주증권자투자신탁[채권혼합]C-i,5,,,,matched,,,,KR5224951131,,,,,
펀드,KRZ500585931,브이아이 3대그룹 플러스 30 증권 자투자신탁 1호[채권혼합] 종류 A,4,,,,matched,,,,KR5104163062,,,,,
펀드,KRZ500585935,브이아이 3대그룹 플러스 30 증권 자투자신탁 1호[채권혼합] 종류 C1,4,,,,matched,,,,KR5104163062,,,,,
펀드,KRZ500585932,브이아이 3대그룹 플러스 30 증권 자투자신탁 1호[채권혼합] 종류 C-E,4,,,,matched,,,,KR5104163062,,,,,
펀드,KRZ500585933,브이아이 3대그룹 플러스 30 증권 자투자신탁 1호[채권혼합] 종류 C-I,4,,,,matched,,,,KR5104163062,,,,,
펀드,KRZ500585901,브이아이 3대그룹 플러스 증권 자투자신탁 1호[주식] 종류 A,2,,,,matched,,,,KR5104163047,,,,,
펀드,KRZ500585906,브이아이 3대그룹 플러스 증권 자투자신탁 1호[주식] 종류 C1,2,,,,matched,,,,KR5104163047,,,,,
펀드,KRZ500585902,브이아이 3대그룹 플러스 증권 자투자신탁 1호[주식] 종류 C-E,2,,,,matched,,,,KR5104163047,,,,,
펀드,KRZ50058590A,브이아이 3대그룹 플러스 증권 자투자신탁 1호[주식] 적립식,2,,,,matched,,,,KR5104163047,,,,,
펀드,KRZ500372033,브이아이 혁신기업투자 증권 투자신탁 1호[주식] 종류 C-I,2,,,,matched,,,,KR5104709849,,,,,
펀드,KRZ500372034,브이아이 혁신기업투자 증권 투자신탁 1호[주식] 종류 C-F,2,,,,matched,,,,KR5104709849,,,,,
펀드,KRZ500137461,브이아이 ESG 굿초이스 증권 자투자신탁 1호[채권] 종류 C1,5,,,,matched,,,,KR5104466028,,,,,
펀드,KRZ500137462,브이아이 ESG 굿초이스 증권 자투자신탁 1호[채권] 종류 C-P,5,,,,matched,,,,KR5104466028,,,,,
펀드,KRZ500423583,브이아이 중소형주 플러스 증권 자투자신탁 1호[주식] 종류 C-F,1,,,,matched,,,,KR5104765205,,,,,
펀드,KRZ501073261,브이아이 천하제일 법인 MMF 1호 종류 C,6,,,,matched,,,,KR5104394956,,,,,
펀드,KRZ500432113,브이아이 뉴 트렌드 리더 증권 자투자신탁 1호[주식] 종류 Ci,2,,,,matched,,,,KR5104772490,,,,,
펀드,KRZ700219960,브이아이 공모주 플러스 30 증권 투자회사 1호[채권혼합],5,,,,matched,,,,KRM104549394,,,,,
펀드,KRZ500262233,브이아이 글로벌 리츠 부동산 투자신탁[재간접형] 종류 C-I,2,,,,matched,,,,KR5104592393,,,,,
펀드,KRZ501029221,브이아이 스마일 연금 증권 전환형 자투자신탁 1호[채권] C-P2,4,,,,matched,,,,KR5104314764,,,,,
펀드,KRZ500572231,현대클린개인MMF1호 종류C,6,,,,matched,,,,KR5373144900,,,,,
펀드,KRZ500572391,현대국공채법인MMF1호 종류C,6,,,,matched,,,,KR5373144876,,,,,
펀드,KRZ500584151,현대뉴현대밸류플러스증권자투자신탁1호[주식] 종류A,2,,,,matched,,,,KR5373158694,,,,,
펀드,KRZ500584152,현대뉴현대밸류플러스증권자투자신탁1호[주식] 종류C,2,,,,matched,,,,KR5373158694,,,,,
펀드,KRZ500584156,현대뉴현대밸류플러스증권자투자신탁1호[주식] 종류C-e,2,,,,matched,,,,KR5373158694,,,,,
펀드,KRZ500584159,현대뉴현대밸류플러스증권자투자신탁1호[주식] 종류C-w,2,,,,matched,,,,KR5373158694,,,,,
펀드,KRZ500575201,현대연금저축60증권전환형자투자신탁1호[주식혼합] 종류A,3,,,,matched,,,,KR5373145436,,,,,
펀드,KRZ500575202,현대연금저축60증권전환형자투자신탁1호[주식혼합] 종류C,3,,,,matched,,,,KR5373145436,,,,,
펀드,KRZ501581761,현대연금저축증권전환형자투자신탁1호[채권]종류C,6,,,,matched,,,,KR5373145428,,,,,
펀드,KRZ500572401,현대연금저축증권전환형자투자신탁1호[주식] 종류A,2,,,,matched,,,,KR5373145394,,,,,
펀드,KRZ500572402,현대연금저축증권전환형자투자신탁1호[주식] 종류C,2,,,,matched,,,,KR5373145394,,,,,
펀드,KRZ500576480,현대퇴직연금증권자투자신탁1호[채권],6,,,,matched,,,,KR5373145451,,,,,
펀드,KRZ500497711,IBK 단기채 증권 자투자신탁[채권] Class A,6,,,,matched,,,,KR5234848046,,,,,
펀드,KRZ501144001,IBK 그랑프리 국공채MMF 법인 투자신탁 제1호[국공채] Class C,6,,,,matched,,,,KR5234472706,,,,,
펀드,KRZ500369725,IBK 다보스 글로벌 고배당 증권 자투자신탁 6호[주식] Class Ce,2,,,,matched,,,,KR5234706996,,,,,
펀드,KRZ500533791,IBK 업코리아 증권 자투자신탁 1호[주식] Class A,2,,,,matched,,,,KR5234892242,,,,,
펀드,KRZ500533792,IBK 업코리아 증권 자투자신탁 1호[주식] Class C1,2,,,,matched,,,,KR5234892242,,,,,
펀드,KRZ500533794,IBK 업코리아 증권 자투자신탁 1호[주식] Class Ce,2,,,,matched,,,,KR5234892242,,,,,
펀드,KRZ500589761,브이 코리아국가대표증권자투자신탁1호(주식) 종류A,2,,,,matched,,,,KR5212940575,,,,,
펀드,KRZ500589762,브이 코리아국가대표증권자투자신탁1호(주식) 종류C,2,,,,matched,,,,KR5212940575,,,,,
펀드,KRZ500589766,브이 코리아국가대표증권자투자신탁1호(주식) 종류C-e,2,,,,matched,,,,KR5212940575,,,,,
펀드,KRZ500339012,HDC좋은지배구조증권투자신탁 1호(주식) Class C,2,,,,matched,,,,KR5226672644,,,,,
펀드,KRZ500370756,한화한국오퍼튜니티증권 자투자신탁(주식) C - E 클래스,2,,,,matched,,,,KR5237708205,,,,,
펀드,KRZ500370753,한화한국오퍼튜니티증권 자투자신탁(주식) C - F 클래스,2,,,,matched,,,,KR5237708205,,,,,
펀드,KRZ500450785,한화천연자원증권 자투자신탁(주식) C - F 클래스,2,,,,matched,,,,KR5237778166,,,,,
펀드,KRZ500450786,한화천연자원증권 자투자신탁(주식) C - W 클래스,2,,,,matched,,,,KR5237778166,,,,,
펀드,KRZ500366383,KB 이머징 유럽 증권 자투자신탁(주식) C-F 클래스,2,,,,matched,,,,KR5223702725,,,,,
펀드,KRZ501154371,KB 법인용 MMF I-2호(국공채) C 클래스,6,,,,matched,,,,KR5223482922,,,,,
펀드,KRZ501009891,KB 법인용 MMF I-1호 C클래스,6,,,,matched,,,,KR5223385430,,,,,
펀드,KRZ500580881,KB 한국 대표그룹주 증권 자투자신탁(주식) A 클래스,2,,,,matched,,,,KR5223156708,,,,,
펀드,KRZ500580882,KB 한국 대표그룹주 증권 자투자신탁(주식) C 클래스,2,,,,matched,,,,KR5223156708,,,,,
펀드,KRZ500214282,KB 코리아 스타 증권 투자신탁(주식)  C 클래스,2,,,,matched,,,,KR5223154562,,,,,
펀드,KRZ500214283,KB 코리아 스타 증권 투자신탁(주식)  C-E 클래스,2,,,,matched,,,,KR5223154562,,,,,
펀드,KRZ500589691,KB 러시아 대표성장주 증권 자투자신탁(주식) A 클래스,1,,,,matched,,,,KR5223168471,,,,,
펀드,KRZ500589692,KB 러시아 대표성장주 증권 자투자신탁(주식) C-E클래스,1,,,,matched,,,,KR5223168471,,,,,
펀드,KRZ500551351,KB스타 차이나 H 인덱스 증권 자투자신탁(주식-파생형) A 클래스,1,,,,matched,,,,KR5223778949,,,,,
펀드,KRZ500551355,KB스타 차이나 H 인덱스 증권 자투자신탁(주식-파생형) A-EU 클래스,1,,,,matched,,,,KR5223778949,,,,,
펀드,KRZ500551353,KB스타 차이나 H 인덱스 증권 자투자신탁(주식-파생형) C 클래스,1,,,,matched,,,,KR5223778949,,,,,
펀드,KRZ500551354,KB스타 차이나 H 인덱스 증권 자투자신탁(주식-파생형) C-E 클래스,1,,,,matched,,,,KR5223778949,,,,,
펀드,KRZ500484584,KB스타 골드 특별자산 투자신탁(금-파생형) A-EU 클래스,2,,,,matched,,,,KR5223837968,,,,,
펀드,KRZ500009872,KB스타 개인용 MMF P-101호(국공채) A-EU 클래스,6,,,,matched,,,,KR5223363619,,,,,
펀드,KRZ500009871,KB스타 개인용 MMF P-101호(국공채) C 클래스,6,,,,matched,,,,KR5223363619,,,,,
펀드,KRZ501009881,KB스타 법인용 MMF I-101호(국공채) C 클래스,6,,,,matched,,,,KR5223366315,,,,,
펀드,KRZ500265924,KB스타 코리아 인덱스 증권 투자신탁(주식-파생형) A-EU 클래스,2,,,,matched,,,,KR5223596309,,,,,
펀드,KRZ500551231,KB스타 한국 인덱스 증권 자투자신탁(주식) A 클래스,2,,,,matched,,,,KR5223923057,,,,,
펀드,KRZ500551232,KB스타 한국 인덱스 증권 자투자신탁(주식) C 클래스,2,,,,matched,,,,KR5223923057,,,,,
펀드,KRZ500551233,KB스타 한국 인덱스 증권 자투자신탁(주식) C-E 클래스,2,,,,matched,,,,KR5223923057,,,,,
펀드,KRZ500566101,KB스타 미국 S&P500 인덱스 증권 자투자신탁(주식-파생형)(H) 클래스 A,2,,,,matched,,,,KR5223940986,,,,,
펀드,KRZ500566104,KB스타 미국 S&P500 인덱스 증권 자투자신탁(주식-파생형)(H) A-EU 클래스,2,,,,matched,,,,KR5223940986,,,,,
펀드,KRZ500566102,KB스타 미국 S&P500 인덱스 증권 자투자신탁(주식-파생형)(H) 클래스 C,2,,,,matched,,,,KR5223940986,,,,,
펀드,KRZ500566103,KB스타 미국 S&P500 인덱스 증권 자투자신탁(주식-파생형)(H) 클래스 C-E,2,,,,matched,,,,KR5223940986,,,,,
펀드,KRZ500513840,미래에셋국공채법인MMF투자신탁제1호[국공채],6,,,,matched,,,,KR5205864873,,,,,
펀드,KRZ500589840,미래에셋퇴직연금자산배분증권자투자신탁제1호[채권혼합],4,,,,matched,,,,KR5205169471,,,,,
펀드,KRZ500396345,미래에셋브라질하이인컴채권증권자투자신탁[채권]C-F,3,,,,matched,,,,KR5205736030,,,,,
펀드,KRZ500384813,다올코리아AI테크중소형증권자투자신탁제2호[주식] 종류CI,1,,,,matched,,,,KR5306723150,,,,,
펀드,KRZ500573311,다올VIP스타셀렉션증권자투자신탁[주식] 종류A,1,,,,matched,,,,KR5306945811,,,,,
펀드,KRZ500573312,다올VIP스타셀렉션증권자투자신탁[주식] 종류C,1,,,,matched,,,,KR5306945811,,,,,
펀드,KRZ500573316,다올VIP스타셀렉션증권자투자신탁[주식] 종류Ce,1,,,,matched,,,,KR5306945811,,,,,
펀드,KRZ500223612,한국투자차이나증권투자신탁1호(주식-재간접형) 종류A1,3,,,,matched,,,,KR5101903833,,,,,
펀드,KRZ500223613,한국투자차이나증권투자신탁1호(주식-재간접형) 종류C,3,,,,matched,,,,KR5101903833,,,,,
펀드,KRZ500060502,한국투자코스피200인덱스증권자투자신탁(주식) 종류A-e,2,,,,matched,,,,KR5101888083,,,,,
펀드,KRZ500060504,한국투자코스피200인덱스증권자투자신탁(주식) 종류C-e,2,,,,matched,,,,KR5101888083,,,,,
펀드,KRZ500004945,삼성스트라이크증권자투자신탁 제1호[주식] Cf 클래스,2,,,,matched,,,,KR5105218121,,,,,
펀드,KRZ500004944,삼성스트라이크증권자투자신탁 제1호[주식] Cw 클래스,2,,,,matched,,,,KR5105218121,,,,,
펀드,KRZ500004946,삼성스트라이크증권자투자신탁 제1호[주식] 적립식 클래스,2,,,,matched,,,,KR5105218121,,,,,
펀드,KRZ500130562,미래에셋고배당포커스증권자투자신탁1호(주식) 종류I,3,,,,matched,,,,KR5227458886,,,,,
펀드,KRZ500018294,신영밸류고배당 증권 자투자신탁(주식) e형,2,,,,matched,,,,KR5209676463,,,,,
펀드,KRZ500397944,미래에셋인디펜던스증권자투자신탁4호(주식) 종류 C-b,2,,,,matched,,,,KR5301738229,,,,,
펀드,KRZ500390572,AKP턴어라운드증권투자신탁1호(주식) Class C1,2,,,,matched,,,,KR5308729742,,,,,
펀드,KRZ500390573,AKP턴어라운드증권투자신탁1호(주식) Class Ce,2,,,,matched,,,,KR5308729742,,,,,
펀드,KRZ500217672,신한코리아신경제증권자투자신탁제1호[주식](종류I),2,,,,matched,,,,KR5210546614,,,,,
펀드,KRZ500191772,미래에셋디스커버리증권투자신탁2호(주식) 종류I,2,,,,matched,,,,KR5301520981,,,,,
펀드,KRZ500199792,미래에셋디스커버리증권자투자신탁3호(주식) 종류I,2,,,,matched,,,,KR5301529354,,,,,
펀드,KRZ500087663,카디안 스탠다드플러스증권투자신탁[채권] 클래스 C-W,5,,,,matched,,,,KR5229437078,,,,,
펀드,KRZ500126704,유리스몰뷰티증권자투자신탁[주식] C-e,2,,,,matched,,,,KR5307455232,,,,,
펀드,KRZ500403311,우리하이플러스국공채증권자투자신탁1호(국공채)ClassC-1,5,,,,matched,,,,KR5107743829,,,,,
펀드,KRZ500403314,우리하이플러스국공채증권자투자신탁1호(국공채)ClassC-e,5,,,,matched,,,,KR5107743829,,,,,
펀드,KRZ700113772,미래에셋인덱스헤지증권자투자회사(주식)종류 C,4,,,,matched,,,,KRM301957432,,,,,
펀드,KRZ500123672,삼성KOSPI200인버스인덱스증권투자신탁제1호[채권-파생형]_클래스CW,1,,,,matched,,,,KR5105452423,,,,,
펀드,KRZ500454995,삼성글로벌선진국증권자투자신탁UH 제2호[주식] Cw 클래스,3,,,,matched,,,,KR5105802080,,,,,
펀드,KRZ500449393,미래에셋차이나H인덱스증권자투자신탁1호(주식) 종류C-i,1,,,,matched,,,,KR5225795966,,,,,
펀드,KRZ500462053,미래에셋디스커버리증권투자신탁5호(주식) 종류 F,2,,,,matched,,,,KR5301805903,,,,,
펀드,KRZ500124211,삼성인덱스플러스증권투자신탁제1호[주식-파생형] 클래스 A,2,,,,matched,,,,KR5105452860,,,,,
펀드,KRZ500483444,한국투자글로벌브랜드파워증권자투자신탁1호(주식) 종류 C-F,2,,,,matched,,,,KR5101836173,,,,,
펀드,KRZ500576821,한국투자골드플랜삼성그룹연금증권자투자신탁1호(주식) 종류 C,2,,,,matched,,,,KR5101151300,,,,,
펀드,KRZ500060951,한국투자엄브렐러인덱스증권전환형투자신탁1호(주식-파생형) 종류A,2,,,,matched,,,,KR5101786501,,,,,
펀드,KRZ500060953,한국투자엄브렐러인덱스증권전환형투자신탁1호(주식-파생형) 종류 A-e,2,,,,matched,,,,KR5101786501,,,,,
펀드,KRZ500529951,한국투자크레딧포커스ESG증권자투자신탁1호(채권) 종류A,5,,,,matched,,,,KR5101888281,,,,,
펀드,KRZ500529952,한국투자크레딧포커스ESG증권자투자신탁1호(채권) 종류C,5,,,,matched,,,,KR5101888281,,,,,
펀드,KRZ500529953,한국투자크레딧포커스ESG증권자투자신탁1호(채권) 종류C-e,5,,,,matched,,,,KR5101888281,,,,,
펀드,KRZ500299794,한국투자글로벌브랜드파워증권자투자신탁2호(주식) 종류C-F,2,,,,matched,,,,KR5101631004,,,,,
펀드,KRZ500202755,한국투자네비게이터증권투자신탁1호(주식) 종류C-F,2,,,,matched,,,,KR5101694200,,,,,
펀드,KRZ500513701,한국투자ESG증권투자신탁1호(주식) 종류 A,2,,,,matched,,,,KR5101870867,,,,,
펀드,KRZ500513705,한국투자ESG증권투자신탁1호(주식) 종류C1,2,,,,matched,,,,KR5101870867,,,,,
펀드,KRZ500513703,한국투자ESG증권투자신탁1호(주식) 종류 C-e,2,,,,matched,,,,KR5101870867,,,,,
펀드,KRZ500513704,한국투자ESG증권투자신탁1호(주식) 종류 C-F,2,,,,matched,,,,KR5101870867,,,,,
펀드,KRZ501137141,한국투자신종법인용MMF1호 종류 C,6,,,,matched,,,,KR5101465585,,,,,
펀드,KRZ501058231,한국투자신종법인용MMF3호(국공채) 종류 C,6,,,,matched,,,,KR5101368797,,,,,
펀드,KRZ500521090,한국투자신종개인연금브릭스증권전환형자투자신탁1호(주식혼합),3,,,,matched,,,,KR5101856379,,,,,
펀드,KRZ500591940,한국투자신종개인연금글로벌이머징증권전환형자투자신탁1호(주식혼합),3,,,,matched,,,,KR5101856361,,,,,
펀드,KRZ500518600,한국투자신종개인연금95증권전환형투자신탁1호(주식혼합),2,,,,matched,,,,KR5101856387,,,,,
펀드,KRZ500566870,한국투자퇴직연금엄브렐러LCF인덱스10증권전환형자투자신탁1호(채권혼합),5,,,,matched,,,,KR5101894180,,,,,
펀드,KRZ500566880,한국투자퇴직연금엄브렐러LCF인덱스20증권전환형자투자신탁1호(채권혼합),5,,,,matched,,,,KR5101894198,,,,,
펀드,KRZ500386150,한국투자퇴직연금LCF2030증권자투자신탁1호(채권혼합),4,,,,matched,,,,KR5101725046,,,,,
펀드,KRZ501211331,한국투자퇴직연금LCF20-30증권자투자신탁1호(채권혼합) 종류 C,4,,,,matched,,,,KR5101540569,,,,,
펀드,KRZ500566900,한국투자퇴직연금엄브렐러LCF인덱스30증권전환형자투자신탁1호(채권혼합),4,,,,matched,,,,KR5101894206,,,,,
펀드,KRZ500566910,한국투자퇴직연금엄브렐러LCF인덱스40증권전환형자투자신탁1호(채권혼합),4,,,,matched,,,,KR5101894214,,,,,
펀드,KRZ500566850,한국투자퇴직연금엄브렐러LCF증권전환형자투자신탁1호(국공채),5,,,,matched,,,,KR5101894172,,,,,
펀드,KRZ501502721,한국투자퇴직연금삼성그룹40증권자투자신탁1호(채권혼합) 종류 C,4,,,,matched,,,,KR5101854507,,,,,
펀드,KRZ500060961,한국투자엄브렐러리버스인덱스증권전환형투자신탁1호(주식-파생형) 종류A,1,,,,matched,,,,KR5101786519,,,,,
펀드,KRZ500060963,한국투자엄브렐러리버스인덱스증권전환형투자신탁1호(주식-파생형) 종류 A-e,1,,,,matched,,,,KR5101786519,,,,,
펀드,KRZ500219242,한국투자삼성TOP3증권자투자신탁1호(채권혼합) 종류A,4,,,,matched,,,,KR5101941197,,,,,
펀드,KRZ500219243,한국투자삼성TOP3증권자투자신탁1호(채권혼합) 종류C-e,4,,,,matched,,,,KR5101941197,,,,,
펀드,KRZ500407634,한국투자삼성그룹적립식증권투자신탁2호(주식) 종류 C-I,2,,,,matched,,,,KR5101749285,,,,,
펀드,KRZ500407635,한국투자삼성그룹적립식증권투자신탁2호(주식) 종류C-W,2,,,,matched,,,,KR5101749285,,,,,
펀드,KRZ500121231,한국투자엄브렐러증권전환형투자신탁1호(채권혼합) 종류A,6,,,,matched,,,,KR5101786493,,,,,
펀드,KRZ500121233,한국투자엄브렐러증권전환형투자신탁1호(채권혼합) 종류A-e,6,,,,matched,,,,KR5101786493,,,,,
펀드,KRZ500121232,한국투자엄브렐러증권전환형투자신탁1호(채권혼합) 종류 A-I,6,,,,matched,,,,KR5101786493,,,,,
펀드,KRZ500368188,한국투자월스트리트투자은행증권투자신탁1호(주식) 종류 C-F,2,,,,matched,,,,KR5101705113,,,,,
펀드,KRZ500536891,교보악사 파워인덱스 증권 자투자신탁 1호(주식) Class A1,2,,,,matched,,,,KR5207895271,,,,,
펀드,KRZ500536899,교보악사 파워인덱스 증권 자투자신탁 1호(주식) Class Af,2,,,,matched,,,,KR5207895271,,,,,
펀드,KRZ500536892,교보악사 파워인덱스 증권 자투자신탁 1호(주식) Class C1,2,,,,matched,,,,KR5207895271,,,,,
펀드,KRZ500536897,교보악사 파워인덱스 증권 자투자신탁 1호(주식) Class Ce,2,,,,matched,,,,KR5207895271,,,,,
펀드,KRZ501080131,교보악사 프라임 법인 MMF J-1호 Class C,6,,,,matched,,,,KR5207421771,,,,,
펀드,KRZ500409837,교보악사그레이트코리아증권자투자신탁1호(주식)ClassAf,2,,,,matched,,,,KR5207751268,,,,,
펀드,KRZ500541400,교보악사 행복한 연금 증권 자투자신탁 1호(채권),5,,,,matched,,,,KR5207875505,,,,,
펀드,KRZ501541371,교보악사 행복한 연금 증권 자투자신탁 1호(주식)Class C,2,,,,matched,,,,KR5207891627,,,,,
펀드,KRZ500474571,교보악사 파워브라질 증권 자투자신탁 1호(주식) Class A1,2,,,,matched,,,,KR5207793435,,,,,
펀드,KRZ500465013,교보악사 파워브릭스 증권 자투자신탁 1호(주식) Class Af,2,,,,matched,,,,KR5207814017,,,,,
펀드,KRZ500579953,교보악사 파워업 브릭스 증권 자투자신탁 1호 (주식) Class Ae,2,,,,matched,,,,KR5207951744,,,,,
펀드,KRZ500579959,교보악사 파워업 브릭스 증권 자투자신탁 1호 (주식) Class Ce,2,,,,matched,,,,KR5207951744,,,,,
펀드,KRZ500486882,교보악사 파워 KRX100인덱스 증권투자신탁 1호(주식-파생형) Class Af,2,,,,matched,,,,KR5207839725,,,,,
펀드,KRZ500486885,교보악사 파워 KRX100인덱스 증권투자신탁 1호(주식-파생형) Class Ce,2,,,,matched,,,,KR5207839725,,,,,
펀드,KRZ500466921,교보악사 Tomorrow 장기우량 증권 자투자신탁 2호(채권) Class Af,5,,,,matched,,,,KR5207814389,,,,,
펀드,KRZ500466922,교보악사 Tomorrow 장기우량 증권 자투자신탁 2호(채권) Class C1,5,,,,matched,,,,KR5207814389,,,,,
펀드,KRZ500466923,교보악사 Tomorrow 장기우량 증권 자투자신탁 2호(채권) Class C2,5,,,,matched,,,,KR5207814389,,,,,
펀드,KRZ500466925,교보악사 Tomorrow 장기우량 증권 자투자신탁 2호(채권) Class Ce,5,,,,matched,,,,KR5207814389,,,,,
펀드,KRZ500524391,iM에셋 ALL NEW 장수기업 증권자투자신탁1호(주식) Class A,2,,,,matched,,,,KR5368882373,,,,,
펀드,KRZ500524395,iM에셋 ALL NEW 장수기업 증권자투자신탁1호(주식) 종류C1,2,,,,matched,,,,KR5368882373,,,,,
펀드,KRZ500524393,iM에셋 ALL NEW 장수기업 증권자투자신탁1호(주식) Class Ce,2,,,,matched,,,,KR5368882373,,,,,
펀드,KRZ500588480,iM에셋 개인연금증권전환형자투자신탁1호(채권),5,,,,matched,,,,KR5368163410,,,,,
펀드,KRZ500588281,iM에셋 개인연금증권전환형자투자신탁1호(채권혼합) 종류A,5,,,,matched,,,,KR5368163436,,,,,
펀드,KRZ500588282,iM에셋 개인연금증권전환형자투자신탁1호(채권혼합) 종류C,5,,,,matched,,,,KR5368163436,,,,,
펀드,KRZ500588331,iM에셋 개인연금 증권전환형자투자신탁1호(주식) 종류A,2,,,,matched,,,,KR5368163352,,,,,
